customer_id,territory_id,segment,age_alicorp,has_credit_line,has_perfect_customer,has_marketing_impulse,target
360,T1,S3,5,1,0,0,0
361,T2,S6,2,0,0,0,0
362,T1,S3,1,1,1,1,1
363,T3,S6,8,1,0,0,0
364,T1,S5,3,0,0,0,1
365,T1,S3,1,0,0,0,0
366,T5,S3,8,1,0,0,0
367,T5,S6,3,1,0,0,0
368,T1,S3,6,1,0,0,0
369,T1,S3,6,1,1,1,0
370,T3,S3,9,1,0,1,0
371,T3,S3,5,0,0,1,0
372,T1,S3,4,1,1,0,0
373,T2,S3,9,1,0,0,1
374,T1,S3,4,0,0,0,0
375,T3,S3,0,0,1,0,0
376,T3,S3,1,1,0,0,0
377,T1,S3,9,1,1,0,1
378,T1,S3,8,0,1,1,0
379,T1,S6,3,0,1,1,0
380,T1,S3,9,0,1,0,0
381,T3,S3,10,1,0,0,0
382,T1,S3,3,1,1,0,1
383,T4,S3,10,0,0,0,0
384,T1,S3,4,0,0,0,0
385,T5,S3,1,0,0,1,0
386,T1,S3,1,0,1,1,0
387,T1,S3,1,0,0,0,1
388,T1,S3,9,1,1,1,0
389,T2,S3,6,1,0,0,0
390,T1,S3,8,1,1,0,0
391,T3,S3,0,1,0,0,0
392,T4,S6,3,1,0,0,0
393,T3,S3,10,0,0,1,0
394,T1,S3,10,0,0,1,0
395,T1,S3,2,1,1,0,0
396,T5,S3,3,0,0,0,1
397,T3,S3,7,0,0,1,0
398,T5,S3,3,0,0,0,0
399,T4,S3,4,0,0,1,0
400,T5,S3,5,0,0,0,0
401,T5,S3,10,0,0,0,0
402,T1,S3,9,0,0,0,0
403,T4,S3,8,0,0,0,0
404,T4,S3,6,0,0,0,0
405,T5,S3,10,0,0,0,1
406,T1,S3,8,0,0,0,0
407,T3,S3,0,1,0,0,0
408,T1,S3,7,1,0,0,0
409,T1,S3,6,1,1,1,0
410,T5,S3,7,1,1,1,0
411,T1,S6,2,0,0,1,0
412,T1,S3,1,1,1,1,0
413,T3,S6,9,0,1,1,0
414,T3,S3,4,0,1,0,0
415,T5,S3,6,1,0,0,1
416,T4,S3,9,1,0,0,0
417,T1,S3,10,0,1,1,0
418,T1,S3,4,0,1,1,0
419,T1,S3,10,0,0,0,0
420,T1,S4,9,1,0,0,1
421,T1,S3,10,0,0,1,0
422,T1,S3,6,0,0,1,0
423,T1,S3,7,0,0,0,0
424,T3,S3,1,1,1,0,0
425,T1,S3,7,1,1,0,1
426,T1,S3,7,0,0,0,1
427,T1,S3,0,1,1,0,0
428,T3,S3,10,0,0,0,0
429,T3,S6,5,0,0,0,0
430,T1,S3,3,0,0,0,0
431,T1,S3,8,0,1,0,0
432,T3,S4,4,0,0,0,0
433,T1,S3,7,1,0,1,0
434,T5,S3,1,1,1,0,0
435,T1,S3,8,0,1,0,0
436,T1,S3,9,1,1,1,0
437,T1,S3,8,0,1,0,1
438,T3,S3,9,1,0,1,0
439,T1,S3,10,0,0,1,0
440,T3,S3,7,0,1,1,1
441,T5,S3,3,0,1,1,1
442,T1,S6,3,1,1,0,0
443,T5,S3,4,0,0,0,0
444,T5,S3,7,1,0,1,0
445,T1,S3,7,0,0,0,0
446,T2,S6,7,0,0,0,0
447,T3,S4,4,1,0,1,0
448,T3,S3,2,1,1,1,0
449,T1,S3,3,0,0,1,0
450,T1,S3,6,0,0,0,0
451,T3,S3,10,0,0,1,0
452,T3,S3,6,0,0,1,0
453,T3,S3,3,0,1,0,0
454,T5,S3,1,1,0,1,1
455,T3,S3,4,1,0,0,0
456,T3,S3,10,0,1,1,1
457,T1,S3,5,0,0,0,0
458,T5,S3,1,0,0,0,0
459,T4,S4,7,0,0,1,0
460,T1,S6,1,1,0,1,0
461,T3,S3,6,0,0,1,0
462,T3,S6,5,1,1,1,0
463,T1,S3,9,0,1,0,0
464,T1,S3,4,0,0,0,1
465,T5,S3,3,0,1,0,0
466,T5,S3,8,0,0,1,0
467,T1,S3,2,0,1,1,0
468,T3,S3,2,0,0,0,1
469,T3,S3,6,0,0,1,0
470,T5,S3,8,1,0,0,0
471,T1,S3,9,0,0,0,0
472,T3,S3,9,0,1,0,1
473,T1,S3,1,1,0,1,0
474,T5,S4,9,1,0,0,1
475,T3,S3,10,1,0,1,1
476,T1,S3,8,1,0,0,0
477,T3,S6,10,1,1,1,0
478,T2,S3,10,1,0,1,0
479,T1,S3,3,1,0,0,0
480,T1,S6,9,0,0,0,0
481,T1,S3,4,1,0,0,0
482,T5,S3,2,1,0,0,0
483,T2,S3,9,1,1,1,0
484,T1,S3,4,1,0,0,0
485,T1,S6,10,1,0,1,0
486,T1,S3,7,1,0,0,1
487,T5,S3,6,0,0,0,0
488,T3,S3,5,0,0,0,0
489,T5,S3,1,1,0,0,0
490,T1,S3,10,1,0,1,0
491,T3,S3,6,1,0,1,0
492,T4,S0,9,1,0,1,0
493,T1,S3,10,1,0,1,0
494,T5,S3,8,0,1,1,0
495,T5,S3,9,1,0,0,0
496,T5,S4,0,0,1,0,0
497,T5,S3,5,1,0,1,1
498,T5,S3,0,0,1,0,0
499,T3,S3,8,1,0,0,0
500,T1,S0,1,0,0,1,0
501,T5,S3,9,0,0,0,0
502,T2,S3,8,1,0,1,0
503,T5,S3,5,1,0,0,0
504,T1,S3,8,1,1,0,0
505,T1,S3,2,1,0,0,0
506,T4,S4,0,0,0,1,0
507,T3,S5,3,0,1,0,0
508,T1,S3,0,0,0,0,0
509,T5,S3,5,0,1,0,0
510,T1,S3,1,1,0,1,0
511,T3,S3,3,0,1,1,0
512,T1,S3,6,1,0,0,1
513,T3,S6,8,0,0,1,0
514,T1,S3,10,1,0,0,0
515,T1,S3,9,1,0,0,0
516,T3,S3,10,1,1,1,0
517,T5,S3,1,1,1,0,0
518,T1,S3,7,1,1,0,0
519,T1,S3,9,1,0,1,0
520,T1,S3,5,1,0,0,0
521,T1,S3,6,0,0,1,0
522,T5,S3,9,1,0,1,0
523,T1,S6,4,0,0,1,0
524,T5,S3,9,0,0,0,0
525,T1,S3,3,0,1,0,0
526,T1,S0,4,1,1,1,0
527,T3,S3,9,1,0,1,1
528,T5,S3,10,1,1,0,0
529,T5,S3,2,0,0,0,0
530,T1,S3,7,1,0,1,1
531,T1,S3,3,1,0,1,0
532,T1,S3,8,0,1,1,0
533,T1,S6,10,0,0,0,0
534,T3,S3,1,1,0,1,0
535,T5,S3,2,1,0,0,0
536,T1,S3,4,1,0,0,0
537,T1,S3,6,0,0,0,0
538,T1,S3,0,0,1,0,0
539,T4,S3,10,1,0,0,0
540,T1,S3,8,0,0,0,0
541,T5,S4,0,1,0,0,0
542,T4,S6,10,1,0,1,1
543,T3,S3,0,1,0,0,0
544,T5,S3,5,1,0,0,0
545,T5,S4,0,1,0,0,0
546,T3,S3,7,1,0,0,1
547,T1,S3,0,0,1,1,0
548,T3,S3,7,1,0,0,0
549,T1,S6,9,0,0,1,0
550,T1,S6,4,1,1,0,0
551,T5,S3,0,1,1,0,1
552,T1,S3,8,1,1,1,0
553,T5,S3,10,0,0,1,0
554,T1,S3,7,0,0,0,0
555,T3,S4,5,0,0,0,0
556,T1,S3,6,1,0,0,1
557,T1,S3,4,1,0,0,0
558,T5,S3,7,1,1,0,0
559,T2,S3,10,0,1,0,1
560,T5,S3,7,0,0,0,0
561,T3,S3,2,1,1,1,0
562,T1,S3,7,0,1,0,0
563,T1,S6,3,0,0,1,0
564,T1,S6,1,0,1,1,0
565,T3,S3,8,1,0,1,1
566,T3,S3,9,1,0,1,0
567,T5,S3,9,0,0,0,0
568,T1,S3,2,1,1,1,0
569,T3,S3,6,1,1,1,0
570,T1,S3,8,1,1,0,0
571,T4,S3,3,0,1,0,0
572,T1,S3,3,0,1,0,0
573,T5,S3,2,1,0,0,0
574,T2,S3,1,0,1,1,0
575,T5,S3,4,0,0,1,0
576,T1,S3,5,0,1,0,0
577,T1,S3,4,1,0,0,0
578,T1,S3,5,0,1,1,0
579,T5,S6,9,0,0,1,0
580,T1,S3,6,1,1,0,0
581,T1,S3,5,1,0,0,0
582,T4,S3,4,0,0,1,0
583,T3,S3,6,0,0,0,0
584,T1,S3,9,1,1,0,0
585,T3,S3,4,1,1,0,0
586,T1,S3,3,1,0,0,0
587,T4,S3,5,1,1,0,0
588,T1,S3,0,1,1,1,0
589,T3,S3,7,0,0,0,0
590,T1,S3,0,1,0,1,0
591,T3,S3,7,1,1,0,0
592,T1,S3,4,0,1,0,0
593,T1,S6,3,0,0,0,0
594,T1,S3,10,1,0,0,0
595,T1,S3,2,1,0,1,1
596,T1,S3,3,1,0,0,0
597,T3,S3,2,0,0,0,0
598,T1,S3,8,0,1,1,0
599,T1,S6,0,1,0,0,0
600,T5,S3,5,0,0,1,0
601,T1,S3,0,1,1,0,0
602,T1,S3,5,0,0,0,1
603,T3,S3,8,0,0,0,0
604,T3,S3,5,1,0,0,0
605,T1,S3,9,1,0,1,0
606,T3,S3,7,1,0,1,0
607,T1,S6,7,1,0,0,0
608,T1,S3,0,1,0,0,1
609,T1,S3,4,0,1,1,0
610,T1,S3,2,0,1,0,0
611,T5,S3,10,0,0,1,0
612,T5,S3,9,0,1,1,0
613,T3,S3,8,0,0,1,1
614,T5,S3,9,1,0,1,0
615,T2,S3,10,1,0,0,0
616,T1,S3,1,0,0,0,0
617,T1,S3,0,1,0,1,0
618,T1,S3,5,1,0,0,0
619,T3,S3,10,1,1,1,0
620,T1,S3,3,0,0,0,0
621,T2,S3,3,0,0,0,0
622,T1,S3,1,1,0,1,0
623,T1,S3,5,1,0,0,0
624,T3,S3,6,0,0,1,1
625,T3,S6,0,1,0,0,0
626,T1,S6,0,0,0,0,0
627,T1,S3,10,1,0,1,0
628,T1,S3,0,1,0,0,0
629,T3,S3,5,0,0,1,1
630,T3,S3,1,1,0,0,0
631,T1,S3,0,1,0,0,0
632,T5,S3,6,1,0,1,0
633,T1,S3,3,0,1,0,1
634,T5,S3,2,0,0,0,0
635,T5,S3,1,1,0,0,0
636,T1,S3,4,0,0,0,0
637,T5,S3,2,0,0,0,0
638,T2,S3,0,0,0,1,1
639,T5,S3,7,0,1,0,1
640,T1,S3,10,1,0,0,0
641,T1,S3,6,1,0,1,0
642,T1,S3,1,0,1,0,0
643,T3,S3,1,1,1,1,0
644,T3,S3,9,1,0,0,0
645,T1,S6,10,1,0,0,1
646,T1,S3,3,1,1,1,1
647,T1,S6,1,0,0,1,0
648,T1,S3,3,0,0,0,0
649,T1,S3,7,0,0,0,0
650,T3,S3,4,0,0,1,0
651,T5,S3,7,1,1,1,0
652,T1,S6,1,1,1,0,0
653,T1,S3,8,0,0,0,1
654,T5,S3,10,0,0,0,1
655,T3,S3,3,1,0,1,0
656,T2,S3,4,0,0,1,1
657,T1,S3,2,1,1,0,0
658,T1,S3,6,1,0,0,0
659,T4,S3,1,0,0,1,0
660,T5,S3,9,0,0,1,0
661,T1,S3,10,1,1,0,0
662,T1,S3,9,0,0,1,0
663,T1,S3,1,0,1,0,0
664,T1,S3,8,1,0,1,1
665,T1,S3,6,1,0,1,0
666,T3,S3,4,0,0,0,0
667,T1,S3,9,1,0,0,0
668,T1,S3,8,1,1,1,0
669,T1,S3,6,1,0,1,0
670,T5,S3,8,1,1,1,0
671,T6,S3,10,1,0,0,0
672,T1,S3,9,0,1,1,0
673,T1,S3,6,1,0,0,0
674,T1,S3,1,1,0,0,0
675,T3,S3,7,0,0,0,1
676,T3,S3,4,0,0,0,0
677,T3,S4,4,1,0,0,0
678,T1,S3,1,0,0,0,0
679,T3,S3,9,0,0,0,0
680,T1,S3,7,0,0,1,0
681,T3,S3,4,1,1,1,0
682,T2,S3,6,1,1,0,0
683,T3,S3,9,0,0,0,0
684,T1,S6,5,1,1,1,0
685,T1,S3,9,1,1,1,0
686,T1,S3,9,1,0,1,0
687,T1,S3,9,0,0,0,1
688,T1,S3,10,1,0,0,0
689,T4,S4,8,0,1,0,1
690,T5,S3,6,0,0,0,0
691,T1,S3,5,1,0,0,1
692,T1,S3,7,1,1,0,0
693,T5,S3,1,1,0,1,0
694,T1,S3,4,0,0,0,0
695,T1,S3,2,0,0,0,0
696,T5,S3,6,1,1,0,0
697,T1,S3,9,1,0,0,0
698,T1,S3,2,1,0,1,1
699,T1,S3,3,1,0,0,0
700,T1,S3,6,1,1,0,0
701,T6,S3,4,1,1,0,0
702,T1,S6,4,0,0,0,0
703,T3,S3,7,1,1,0,0
704,T3,S3,4,0,1,0,1
705,T5,S3,10,0,0,0,0
706,T1,S3,5,1,0,1,0
707,T3,S6,3,0,0,0,0
708,T1,S3,5,1,0,1,0
709,T3,S3,4,0,0,1,0
710,T1,S3,2,0,0,0,0
711,T1,S3,0,0,1,0,0
712,T1,S3,7,1,0,0,1
713,T1,S3,7,0,0,0,1
714,T4,S3,0,1,0,0,1
715,T1,S3,9,1,1,0,1
716,T1,S3,2,1,0,1,0
717,T3,S3,2,1,0,1,0
718,T5,S3,2,1,0,0,0
719,T1,S3,5,1,0,0,0
720,T1,S3,7,0,0,1,0
721,T1,S3,7,1,0,0,0
722,T5,S6,10,0,0,0,1
723,T1,S3,5,0,0,0,0
724,T1,S6,10,0,1,0,1
725,T1,S3,6,0,0,0,0
726,T1,S3,4,0,1,1,0
727,T3,S3,8,0,0,0,0
728,T1,S3,10,1,1,0,0
729,T1,S3,3,0,1,0,0
730,T5,S3,10,0,1,1,0
731,T5,S3,5,0,0,0,0
732,T5,S3,6,1,0,1,0
733,T3,S3,10,0,0,0,0
734,T1,S3,0,0,1,1,0
735,T2,S3,7,1,1,0,1
736,T6,S3,3,1,0,0,0
737,T1,S6,9,0,1,1,0
738,T5,S3,1,1,0,1,1
739,T6,S6,5,0,0,0,0
740,T1,S3,2,1,0,0,0
741,T1,S6,3,1,1,0,0
742,T3,S3,3,1,1,1,0
743,T1,S3,7,1,0,0,0
744,T1,S3,6,0,0,0,0
745,T1,S6,10,1,0,0,0
746,T1,S6,6,0,0,0,1
747,T5,S3,2,1,1,0,1
748,T5,S3,0,1,1,1,0
749,T1,S6,4,0,0,1,0
750,T1,S6,5,0,1,0,0
751,T1,S3,7,1,1,1,0
752,T5,S5,8,0,1,0,0
753,T4,S3,1,0,1,0,0
754,T1,S6,10,1,0,0,0
755,T1,S3,10,1,0,1,0
756,T1,S4,5,0,1,0,0
757,T3,S3,1,1,1,0,0
758,T1,S3,3,0,1,1,0
759,T3,S3,6,0,1,1,0
760,T5,S3,10,0,1,1,0
761,T1,S3,0,0,0,0,0
762,T5,S3,9,0,1,0,0
763,T1,S3,5,1,0,0,0
764,T1,S3,2,1,0,0,0
765,T1,S3,1,0,0,1,0
766,T1,S3,1,0,1,0,1
767,T3,S3,9,0,1,1,0
768,T5,S3,0,0,0,1,0
769,T1,S3,7,1,0,0,0
770,T5,S3,4,0,0,1,0
771,T5,S3,9,0,1,1,0
772,T1,S3,3,0,1,1,0
773,T1,S3,4,1,0,0,0
